numero_base,classe,descricao
170109,17,Materiais de borracha para recauchutagem de pneus
170110,17,Argamassa isolante
170111,17,Coberturas de plástico para uso na agricultura
170112,17,Suportes de espuma para arranjos de flores [produtos semiacabados]
170113,17,Borracha líquida
170114,17,Soluções de borracha
170115,17,Películas tingidas antirreflexo para janelas
170115,17,Películas tingidas antiofuscantes para janelas
170116,17,Materiais refratários isolantes
170117,17,Goma bruta ou semitrabalhada
170118,17,Fita adesiva multiuso
170119,17,Batedores [bloqueador] de borracha para portas
170120,17,Batedores [bloqueador] de borracha para janelas
170121,17,Conexões não metálicas para tubos flexíveis
170122,17,Conexões não metálicas para tubos rígidos
170123,17,Amortecedores de borracha para uso em paredes de cais
170124,17,Materiais filtrantes feitos de filmes plásticos semiprocessados
170125,17,Filamentos plásticos para impressão 3d
170126,17,Tintas isolantes
170127,17,"Vidro acrílico, semiprocessado"
170128,17,"Vidro orgânico, semiprocessado"
170129,17,Etiquetas costuradas de borracha para roupas
170130,17,Vedações para óleo
170131,17,Anéis o-ring
170132,17,Tapetes de borracha antiderrapantes
170133,17,Filmes isolantes
170134,17,Películas de proteção contra interferência eletromagnética [EMI]
170135,17,Materiais para isolamento acústico
170136,17,Selantes líquidos para transmissões
170137,17,Folhas de absorção de ondas eletromagnéticas
170138,17,"Fitas de alerta de perigo, adesivas"
170139,17,Massa de calafetagem
170140,17,Fibras de poliéster fiadas para isolamento
170141,17,Bocais/bicos para mangueiras de água
180001,18,Bastões para alpinismo
180001,18,Bastões de alpinista
180002,18,Peles de animais
180003,18,Argolas para guarda-chuva
180004,18,Armações de selas
180005,18,Coleiras de couro
180006,18,Presilhas de selas
180007,18,Varetas para guarda-chuva ou guarda-sol de mão
180008,18,Película de tripas de bois ou carneiros
180010,18,Bolsas
180011,18,Bridões
180012,18,Correias para equipamento militar
180013,18,Pastas para partituras
180014,18,Cabos de guarda-chuvas
180015,18,Bengalas*
180016,18,Bengalas-assento
180017,18,Freios para animais
180018,18,Armações para guarda-chuva ou para guarda-sol de mão
180019,18,Bolsas de caça
180020,18,Bolsas escolares
180020,18,Pastas escolares
180021,18,Porta-cartão
180022,18,Cartão-couro [imitação de couro]
180023,18,Caixas de couro para chapéus
180025,18,Rédeas para cavalos
180026,18,Capas para cavalos
180027,18,Pele de cabrito
180028,18,Focinheira
180030,18,Coleiras para animais*
180031,18,Cordões de couro
180032,18,Peles curtidas
180033,18,Correias de arreios
180034,18,Tiras de couro [selaria]
180035,18,Correias para patins
180036,18,Correias de couro
180036,18,Tiras de couro
180038,18,Couro curtido
180039,18,Couro não trabalhado ou semitrabalhado
180041,18,Enfeites de couro para móveis
180042,18,Imitações de couro
180043,18,Guarda-chuva*
180044,18,Mochilas à tiracolo para transportar bebês
180045,18,Peças de borracha para estribos
180046,18,Estribos de couro
180047,18,"Bolsas de couro para ferramentas, vazias"
180049,18,Chicotes
180050,18,Embornais [saco para alimentação animal]
180051,18,Capas de guarda-chuvas
180052,18,Bainhas de couro para molas
180053,18,Joelheiras para cavalos
180054,18,Capas para animais
180055,18,Arreios para animais
180056,18,Antolhos
180057,18,Tirantes [arreio]
180058,18,Mochilas
180059,18,Cabrestos
180059,18,Cabrestos para cavalos
180060,18,Empunhaduras de bengalas
180061,18,Chicote de nove tiras
180062,18,Fitas de couro para chapéus
180063,18,Molesquim [imitação de couro]
180065,18,Armações para bolsas [peças estruturais de bolsas]
180066,18,Sombrinha [guarda-sol de mão]
180067,18,Peles
180068,18,Empunhaduras de guarda-chuvas
180069,18,Carteiras de bolso
180070,18,Sacolas de compras com rodas
180071,18,Sacolas de compras reutilizáveis
180072,18,Rédeas
180073,18,Maletas para documentos
180074,18,Bolsas para alpinistas
180075,18,Bolsas para campistas
180076,18,Bolsas de praia
180077,18,Bolsas de mão
180078,18,Bolsas de viagem
180079,18,"Sacos [invólucros, sacolas] de couro, para embalar"
180080,18,Barrigueiras de couro [montaria]
180081,18,Selas para montaria
180082,18,Selaria
180083,18,Pastas [malas]
180085,18,Malas de viagem
180086,18,Alças de malas
180087,18,Válvulas de couro
180088,18,Peles de gado
180089,18,Caixas de couro ou de cartão-couro
180090,18,Bolsas de malhas
180091,18,Estojos de couro ou de cartão-couro
180092,18,Baús [bagagem]
180093,18,"Estojos de cosméticos [frasqueiras], vazios"
180094,18,"Peles de camurça, exceto para limpeza"
180096,18,Correias de couro usadas a tiracolo
180097,18,Capas de proteção para selas de cavalo
180098,18,Caixas de fibra vulcanizada
180100,18,Bornais [mochilas]
180111,18,Capas protetoras de roupas para viagem
180112,18,Freios [arreios]
180113,18,Porta-chaves
180114,18,Sacolas de rede para compras
180115,18,Valises
180116,18,Capas de couro para móveis
180117,18,Mantas para selas de cavalo
180118,18,Bolsas para equipamentos esportivos*
180119,18,Estribos
180120,18,Componentes de arreios
180121,18,Ferraduras
180122,18,Slings para carregar bebês
180123,18,Bolsas para carregar bebês [slings]
180124,18,Bolsas*
180125,18,Porta-cartões de crédito [carteiras]
180126,18,Porta-cartões de visita
180127,18,Randsel [mochila escolar típica japonesa]
180128,18,Etiquetas de bagagem
180129,18,Xairéis para selas de cavalos
180130,18,Etiquetas de couro
180131,18,Alças porta sacolas de compras
180132,18,Tefilin [filactérios]
180133,18,Malas com rodinhas
180134,18,Alforjes*
180135,18,Roupas para animais de estimação
180136,18,Correias para guiar crianças
180137,18,Malas motorizadas
180138,18,Cubos de compressão para bagagens [bolsas de compressão]
180139,18,Pastas para conferências
180140,18,Bastões de caminhada
180140,18,Bastões de trekking
180141,18,Panos de couro
180142,18,Mochilas para carregar bebês
180143,18,"Nécessaires, não adaptadas"
180144,18,Organizadores para malas de viagem
180145,18,Couro vegano
180146,18,Etiquetas costuradas de couro para roupas
180147,18,Etiquetas adesivas de couro para bolsas
180148,18,"Dispensadores de sacos para fezes de cachorros, adaptados para uso com guias"
180149,18,Imitações de couro à base de micélio
180150,18,Estruturas para porta-moedas [peças estruturais de porta-moedas]
180151,18,Malas de viagem inteligentes
180152,18,Correntes para carteira
180153,18,Bastões de caminhada nórdica
190001,19,Suportes não metálicos para afixação de anúncios
190002,19,Vidro de alabastro para construção
190003,19,Alabastro
190004,19,Cimento de amianto [fibrocimento]
190005,19,Argamassa de amianto
190006,19,Ardósia*
190007,19,Ardósias para telhados
190008,19,Pó de ardósia
190009,19,Caibros para telhados
190010,19,Areia argentífera
190011,19,Argila de oleiro
190012,19,Pedras refratárias
190012,19,Tijolos refratários
190013,19,Asfalto
190014,19,Pavimentos de asfalto
190015,19,Lambris [madeira]
190016,19,"Balaústres, não metálicos"
190017,19,Betume
190018,19,Tiras alcatroadas para construção
190019,19,Barracas
190020,19,Barracas de feiras
190021,19,Ripas de telhado
190022,19,Portas do tipo camarão não metálicas
190023,19,Concreto
190024,19,Elementos de concreto para construção
190025,19,Produtos betuminosos para construção
190026,19,Madeira semitrabalhada
190027,19,Madeira para construção
190027,19,Tábuas
190028,19,Compensados de madeira
190029,19,Madeira manufaturada
190030,19,Madeira para fabricação de utensílios domésticos
190031,19,Madeira serrada
190032,19,Pavimentos de madeira
190033,19,Folhas de madeira compensada
190034,19,Madeira para compensados
190035,19,Revestimentos de madeira
190036,19,Cimento *
190037,19,Piche [breu]
190038,19,Tijolos
190039,19,Barro para tijolos
190040,19,Aglutinantes para ladrilhagem
190040,19,Aglutinantes para tijolos
190041,19,"Cabines telefônicas, não metálicas"
190042,19,Caixa para construção debaixo d'água
190043,19,Pedra calcária
190044,19,Calhas de telhado não metálicas
190045,19,Papelão para construção
190046,19,Papelão betumado para construção
190048,19,Argila refratária
190048,19,Chamota [argila cerâmica refratária]
190049,19,"Molduras de lareira, não metálicas"
190050,19,Estruturas não metálicas para construção
190051,19,Materiais para construção e revestimento de ruas
190052,19,Cal*
190053,19,Argamassa para construção
190053,19,Argamassa
190054,19,Gesso *
190055,19,Chaminés não metálicas
190056,19,Revestimentos de cimento à prova de fogo
190057,19,Placas de cimento
190058,19,Postes de cimento
190059,19,Xistos
190060,19,Divisórias não metálicas
190061,19,Construções não metálicas
190062,19,Papel de construção
190063,19,Vidro de construção
190064,19,Cornijas não metálicas
190065,19,Molduras não metálicas para cornijas
190066,19,Rufos não metálicos para telhados
190067,19,Cantoneiras não metálicas
190068,19,Janelas não metálicas
190069,19,Portas não metálicas *
190070,19,Tampas não metálicas para alçapões
190071,19,Coberturas não metálicas para telhados
190072,19,Giz bruto
190073,19,Quartzo para construção
190074,19,Degraus não metálicos para escadas
190075,19,Canos não metálicos para calha
190076,19,Encanamentos não metálicos de água
190078,19,Andaimes não metálicos
190079,19,Postes não metálicos para linhas de transmissão de energia
190080,19,Canos não metálicos de ramificação
190081,19,Cercaduras não metálicas para sepulturas
190081,19,Cercaduras não metálicas para túmulos
190082,19,Revestimentos betuminosos para telhados
190083,19,Traves [vigas] não metálicas
190083,19,Vigas não metálicas
190084,19,Pocilgas não metálicas
190085,19,Estábulos não metálicos
190086,19,Escoras não metálicas
190088,19,Lápides não metálicas para túmulos
190088,19,Placas não metálicas para túmulos
190089,19,"Placas comemorativas, não metálicas"
190090,19,Feltro para construção
190091,19,Moldes não metálicos para fundição
190092,19,Cimento para fornalhas
190093,19,Cimento para alto-fornos
190094,19,Pedra*
190095,19,Vidros para construção [vidraças]
190096,19,Argila *
190097,19,Alcatrão de hulha
190098,19,Granito
190099,19,Cascalho
190100,19,Arenito para construção
190101,19,Tubos para arenito
190102,19,Gipsita [material de construção]
190103,19,Gelosias [venezianas] não metálicas
190104,19,Escórias [materiais de construção]
190105,19,Balastro [brita de escória]
190106,19,Tacos de assoalho em parquete
190107,19,"Persianas de exterior, não metálicas ou têxteis"
190108,19,Rampas não metálicas para lançamento de foguetes
190109,19,Ripas não metálicas
190110,19,Aglutinantes para conservação de estradas
190111,19,Cortiça aglomerada para construção
190112,19,Assoalhos em parquetes
190113,19,Vigas de suporte não metálicas [partes de escadas]
190114,19,Lintéis não metálicos
190115,19,Blocos para pavimentação luminosos
190116,19,Macadame
190117,19,"Monumentos, não metálicos"
190118,19,Cimento de magnésia
190119,19,Construções transportáveis não metálicas
190120,19,Mármore
190121,19,Granulados de vidro para marcação de estradas
190122,19,Folhas e placas de material sintético para marcação de estradas
190123,19,Marquises [estruturas] não metálicas para construção
190124,19,Mastros [postes] não metálicos
190125,19,Tacos para assoalho
190126,19,Mosaicos para construção
190127,19,Madeira moldável
190128,19,Caixilhos não metálicos para construção
190128,19,Molduras não metálicas para construção
190129,19,Revestimentos [materiais de construção]
190130,19,Revestimentos não metálicos para paredes e muros
190131,19,Rufos não metálicos para construção
190132,19,Olivina para construção
190133,19,Venezianas não metálicas
190134,19,"Cercas de paliçadas, não metálicas"
190134,19,Paliçadas não metálicas
190135,19,Cercas não metálicas
190136,19,Estaca-pranchas não metálicas
190136,19,Estacas não metálicas
190137,19,"Painéis sinalizadores não mecânicos, não luminosos e não metálicos"
190138,19,"Revestimentos não metálicos para paredes, para construção"
190139,19,"Rinques de patinação [estruturas], não metálicos"
190140,19,Poleiros
190141,19,Pedras de construção
190142,19,Pedra artificial
190143,19,Pedras de escórias
190144,19,Lajes tumulares [lápides]
190144,19,Lápides [pedras funerárias]
190145,19,Tufo [calcário]
190146,19,Trabalhos de pedra
190147,19,Pisos não metálicos
190148,19,Tetos não metálicos
190149,19,Pranchas de madeira para construção
190150,19,Forros [revestimentos] não metálicos para construção
190151,19,Telhas não metálicas
190152,19,Pranchas não metálicas para saltos
190153,19,Portais não metálicos
190154,19,Painéis não metálicos para portas
190155,19,Postes telegráficos não metálicos
190156,19,Galinheiros não metálicos
190157,19,Traves não metálicas
190158,19,Plataformas pré-fabricadas não metálicas
190160,19,Reservatórios de alvenaria
190161,19,Materiais para revestimento de ruas
190162,19,Soleiras não metálicas
190163,19,Junco para construção
190164,19,"Placas sinalizadoras para estrada, exceto luminosas e mecânicas, não metálicas"
190165,19,"Sinalização não luminosa, não mecânica e não metálica"
190166,19,"Areia, exceto areia para fundição"
190167,19,Estufas transportáveis não metálicas
190168,19,Sílica [quartzo]
190169,19,Silos não metálicos
190170,19,"Estátuas de pedra, concreto ou mármore"
190171,19,Alcatrão
190172,19,Terracota [material de construção]
190173,19,Telhados não metálicos
190174,19,Túmulos não metálicos
190175,19,"Caramanchões [estruturas], não metálicos"
190176,19,Dormentes não metálicos para estradas de ferro
190176,19,Travessas não metálicas para estradas de ferro
190177,19,Grade [treliça] não metálica
190177,19,Treliças não metálicas
190178,19,Canos rígidos não metálicos para construção
190179,19,"Janelas de batente, não metálicas"
190180,19,Vidro isolante para construção
190181,19,"Janelas de vidro, exceto para janelas de automóveis"
190182,19,Vitrais
190183,19,Vidraças para construção
190184,19,Aviários não metálicos [estruturas]
190185,19,Caibros [carpintaria]
190186,19,Xilólito
190187,19,"Cabeços para amarração, não metálicos"
190188,19,Cais flutuantes não metálicos para amarração de embarcações
190189,19,Lambris não metálicos
190190,19,Aquários [estruturas]
190191,19,Materiais de reforço não metálicos para construção
190192,19,Vidro de segurança
190193,19,"Objetos de arte de pedra, concreto ou mármore"
190194,19,"Banheiras para aves [estruturas], não metálicas"
190195,19,Balizas não luminosas e não metálicas
190196,19,Piscinas [estruturas não metálicas]
190197,19,"Materiais de construção, não metálicos"
190198,19,Cofragens não metálicas para concreto
190199,19,Bicicletários não metálicos
190200,19,Blocos não metálicos para pavimentação
190201,19,Papelão de pasta de madeira para construções
190202,19,"Bustos de pedra, concreto ou mármore"
190203,19,Cabines de banho não metálicas
190205,19,Cabines não metálicas para pintura à pistola
190206,19,Postes não metálicos
190208,19,"Caixilhos para janelas, não metálicos"
190209,19,"Caixilhos para portas, não metálicos"
190209,19,"Batentes para portas, não metálicos"
190210,19,"Estruturas para estufa, não metálicas"
190211,19,Calcário argiloso
190212,19,"Chapéus de chaminés, não metálicos"
190213,19,Azulejos não metálicos para construção
190214,19,Ladrilhos não metálicos para piso
190215,19,"Câmaras mortuárias, não metálicas, para sepultamento"
190216,19,Proteção para chaminés não metálica
190217,19,Prolongamentos não metálicos de chaminés
190218,19,"Tubos de chaminés, não metálicos"
190219,19,Lajes não metálicas para pavimentação
190220,19,"Canos para drenagem, não metálicos"
190222,19,Escadas não metálicas
190223,19,Painéis não metálicos para construção
190224,19,"Estatuetas de pedra, concreto ou mármore"
190225,19,Monumentos funerários não metálicos
190226,19,Estelas funerárias não metálicas
190227,19,Cercas não metálicas para segurança em estradas
190228,19,"Caixas de correspondência, de alvenaria"
190231,19,Aglomerados de bagaços de cana-de-açúcar [material de construção]
190232,19,"Condutos forçados, não metálicos"
190233,19,Seixos para aquários
190234,19,Areia para aquários
190235,19,Dutos não metálicos para instalações de ventilação e ar condicionado
190236,19,Geotêxteis
190237,19,Pedras de alvenaria
190238,19,Tapume de vinil
190239,19,Mosquiteiros não metálicos
190240,19,"Telhado, não metálico, contendo células fotovoltaicas"
190241,19,"Decks modulares, não metálicos"
190242,19,"Materiais de construção refratários, não metálicos"
190243,19,"Casas pré-fabricadas [prontas para montar], exceto de metal"
190244,19,Pórfiros [rochas]
190245,19,"Sarjeta, não metálica"
190246,19,Catracas não metálicas
190247,19,Lápides não metálicas
190248,19,Tábuas de assoalho em madeira
190249,19,Cerâmicas para piso
190250,19,Telhas não metálicas em “s” [ing. pantile]
190251,19,"Ladrilhos para paredes, não metálicos"
190252,19,Lajes não metálicas para construção
190253,19,Cristal de rocha
190254,19,"Portas blindadas, não metálicas"
190255,19,Vidro esmaltado para construção
190256,19,"Pilares, não metálicos, para construção"
190257,19,"Suportes triangulares, não metálicos, para construção"
190258,19,Revestimento não metálico para proteção externa de construções
190259,19,Limitadores plásticos de grama
190260,19,Rolamentos de borracha para o isolamento sísmico de construções
190261,19,"Blindagem, não metálica"
190262,19,"Mastros [estruturas] para bandeira, não metálicos"
190263,19,"Portas do tipo vai e vem, não metálicas"
190264,19,Portas sanfonadas não metálicas
190265,19,"Cabines transportáveis à prova de som, não metálicas"
190266,19,"Painéis acústicos, não metálicos"
190267,19,"Miniestufas, não metálicas"
190268,19,"Pisos laminados, não metálicos"
190269,19,Areia para brincar
190270,19,"Postigos [janela], não metálicos"
190271,19,"Materiais de construção à prova de som, não metálicos"
190272,19,"Taças estatuárias comemorativas, de pedra, concreto ou mármore"
190273,19,"Taças para premiação, de pedra, concreto ou mármore"
190274,19,Vidro inteligente para construção
190275,19,"Estruturas de montagem, não metálicas, para painéis solares"
190276,19,Fitas adesivas para marcação de superfícies de estradas
190277,19,Pedra refratária para construção
190278,19,Perfis de plástico para construção
200001,20,Colmeias de abelhas
200002,20,Painéis de afixação
200003,20,Decorações de matérias plásticas para alimentos
200005,20,Âmbar amarelo
200006,20,Animais empalhados
200007,20,Camas para animais domésticos
200008,20,Ninhos para animais domésticos
200009,20,Canis para animais domésticos
200010,20,Garras de animais
200011,20,Anéis de cortinas
200013,20,Vidro prateado [espelhos]
200014,20,Armários [guarda-louças]
200015,20,Armários para medicamentos
200016,20,Grampos não metálicos para cabos ou canos
200017,20,Tinas de madeira para decantar vinho
200018,20,"Barbatana de baleia, não trabalhada ou semitrabalhada"
200019,20,"Bambu, não trabalhado ou semitrabalhado"
200020,20,Bancos [móveis]
200021,20,Cestos de pesca [samburás]
200022,20,Cercados para bebê
200023,20,Berços
200024,20,Prateleiras para bibliotecas
200025,20,"Carretéis de madeira para fio, seda e cordão"
200026,20,Estrados [madeira] para cama
200027,20,Fitas de madeira
200030,20,Rolhas de cortiça
200031,20,Garrafeiras
200032,20,Bastidores para bordar
200033,20,Armações para escovas
200034,20,Aparadores [bufê]
200035,20,Chifres de animais
200036,20,Mesas para escrever
200037,20,Móveis para escritório
200038,20,Manequins para vestuário
200039,20,Favos artificiais para colmeias
200040,20,Quadros para colmeias de abelhas
200041,20,Peças de mobiliário
200042,20,Torneiras não metálicas para pipas
200043,20,Arquivos para fichas [móveis]
200044,20,Arquivos [móveis]
200045,20,Imitações de casco de tartaruga
200046,20,Guarda-fogo para chaminés [mobília]
200047,20,Caixões [esquifes]
200048,20,Guarnições não metálicas para caixões
200049,20,Chifres de veado
200050,20,Assentos [cadeiras]*
200050,20,Cadeiras [assentos]*
200051,20,Chaise longues [chaises]
200052,20,Apoio de cabeça [móveis]
200053,20,Porta-chapéus
200054,20,Paletes [plataformas] não metálicos para carga
200055,20,Bitolas não metálicas para medidas de carga para vagões de ferrovias
200056,20,Dobradiças não metálicas
200057,20,Vitrines [mobiliário]
200058,20,Canis para cães
200059,20,Cabides para vestuário
200062,20,Prateleiras para arquivos
200063,20,Poltronas*
200064,20,Bustos [manequins] de costura
200064,20,Manequins de costura
200064,20,Manequins*
200065,20,Recipientes não metálicos para combustíveis líquidos
200066,20,Cômodas com gavetas
200067,20,Balcões
200068,20,Contêineres não metálicos [armazenagem e transporte]
200069,20,"Contêineres flutuantes, não metálicos"
200070,20,Mesas *
200071,20,Coral
200072,20,Bandejas não metálicas *
200074,20,"Chifre, não trabalhado ou semitrabalhado"
200076,20,Corozo
200076,20,Marfim vegetal
200077,20,"Artigos para cama, exceto roupa de cama"
200078,20,Almofadas*
200079,20,Colchões *
200080,20,Ganchos não metálicos para cabideiros
200081,20,Cubas não metálicas
200082,20,Carrinhos de chá
200083,20,Mesas para desenho
200084,20,Dispensadores não metálicos de toalhas
200085,20,Divãs
200087,20,Aduelas de madeira
200088,20,Trabalhos de marcenaria
200089,20,Casco de tartaruga
200090,20,Conchas de ostras
200091,20,"Tanchões [estacas, esteio de videira] não metálicos"
200092,20,"Escadas portáteis, de madeira ou plástico"
200093,20,Escadas móveis não metálicas para embarque de passageiros
200094,20,Mobiliário escolar
200095,20,Mesas para datilografia
200095,20,Prateleiras para máquinas de escrever
200096,20,Letreiros de madeira ou plástico [cartazes]
200097,20,"Porcas [parafusos], não metálicas"
200098,20,Espuma-do-mar [sepiolita]
200099,20,Coberturas removíveis para pias
200100,20,Recipientes de plástico para embalagem
200101,20,Suportes de cortina para parede
200102,20,Camas *
200103,20,Carretéis não metálicos e não mecânicos para mangueiras flexíveis
200105,20,Barras para passadeiras de escadas
200106,20,Bancadas de trabalho
200108,20,Racks
200109,20,Ninhos [viveiros de criação]
200110,20,Leques
200112,20,Fechos não metálicos de recipientes
200113,20,Guarnições não metálicas para móveis
200115,20,Jardineiras [móveis]
200116,20,Pedestais para vasos de flores
200117,20,Manjedouras para forragem
200118,20,Prateleiras para armas
200119,20,Tonéis não metálicos
200120,20,Suportes não metálicos para pipas
200121,20,Rodízios para cortinas
200122,20,Guarda-comidas
200123,20,Guarnições não metálicas para janelas
200124,20,Guarnições não metálicas para camas
200125,20,Guarnições não metálicas para portas
200126,20,Tábuas de carne [mesas de açougue]
200128,20,"Engradados não metálicos [armazenamento, transporte]"
200129,20,Capas para vestuário [guarda-roupa]
200130,20,Placas não metálicas de licenciamento para veículos
200132,20,Móveis de metal
200133,20,"Rattan, não trabalhado ou semitrabalhado"
200134,20,Mostradores de jornais [display]
200135,20,Porta-revistas
200136,20,Persianas de lamelas de interior
200137,20,Bancadas de lavatório [mobiliário]
200139,20,Rodízios não metálicos para camas
200140,20,Lingüetas não metálicas
200141,20,Atril [leitoril]
200144,20,Cabideiros tipo mancebo
200145,20,Paletes não metálicos para transporte de cargas
200146,20,Paletes não metálicos para manuseio
200147,20,Degraus não metálicos [escadas portáteis]
200148,20,Divisórias de madeira para móveis
200149,20,Rodízios não metálicos para móveis
200151,20,Móbiles [decoração]
200152,20,Mesas para trabalhar em pé [escrivaninha]
200153,20,"Madrepérola, não trabalhada ou semitrabalhada"
200154,20,Placas não metálicas de identidade
200156,20,Aves empalhadas
200157,20,Travesseiros*
200158,20,"Travesseiros de ar, exceto para uso medicinal"
200159,20,Colchões de palha
200160,20,"Palha entrançada, exceto esteiras"
200161,20,Tranças de palha
200162,20,Fitas de palha
200163,20,Cestos de pão para padeiros
200164,20,Suportes para guarda-chuvas
200165,20,Biombos
200166,20,"Cabideiros [ganchos] para vestuário, não metálicos"
200167,20,Cortinas de contas para decoração
200168,20,Estacas não metálicas para tendas
200169,20,Bandejas de mesas
200170,20,Portas para móveis
200171,20,Trilhos para cortinas
200172,20,Prateleiras para móveis
200173,20,Acabamentos de plástico para móveis
200174,20,"Reservatórios, exceto de metal ou alvenaria"
200174,20,"Tanques, exceto de metal ou alvenaria"
200175,20,Varas para cortinas
200176,20,Ganchos para cortinas
200177,20,"Pateras para cortinas, exceto de tecido"
200177,20,"Prendedores para cortinas, exceto de tecido"
200178,20,Junco [material para entrançar]
200179,20,Cascos de animais
200180,20,Escrivaninhas [secretária]
200181,20,Fechaduras não metálicas para veículos
200182,20,Assentos de metal
200183,20,Sofás
200184,20,Canapés [móveis]
200185,20,Bases para camas
200186,20,"Válvulas de plástico, exceto peças de máquinas"
200187,20,"Estátuas de madeira, cera, gesso ou plástico"
200188,20,Mesas de metal
200189,20,Penteadeiras
200190,20,Molduras para quadros
200191,20,Prateleiras para armazenagem
200192,20,Armários [mobiliário]
200193,20,Espelhos
200194,20,Espreguiçadeiras
200195,20,Rolos de cama [travesseiros]
200196,20,Cavaletes [mobiliário]
200197,20,Quadros para pendurar chaves
200198,20,Guarda-louças [mobiliário]
200199,20,Cestaria
200200,20,Vitrines [móveis]
200201,20,"Almofadas de ar, exceto para uso medicinal"
200202,20,"Colchões de ar, exceto para uso medicinal"
200203,20,Barras de ambarino
200204,20,Chapas de ambarino
200205,20,"Obras de arte em madeira, cera, gesso, plástico ou resina"
200206,20,Caixões não metálicos para argamassa
200207,20,Baús não metálicos
200207,20,Cofres não metálicos
200209,20,Bancadas de tornos [móveis]
200210,20,Barris não metálicos
200211,20,Aros não metálicos para pipas
200211,20,Aros não metálicos para barris
200212,20,Suportes para máquinas de calcular
200213,20,"Rolhas, não metálicas"
200213,20,"Batoques, não metálicos"
200214,20,Cápsulas não metálicas para vedação
200215,20,Parafusos não metálicos
200216,20,Rebites não metálicos
200217,20,Cavilhas não metálicas
200217,20,Chavetas não metálicas
200217,20,Pinos guias não metálicos
200218,20,Pernos não metálicos
200219,20,Tampas não metálicas para garrafas
200220,20,Fechos não metálicos para garrafas
200221,20,Pulseiras não metálicas de identificação
200222,20,Carrinhos de servir à mesa [móveis]
200223,20,"Bustos de madeira, cera, gesso ou plástico"
200224,20,"Bornes de união [terminal], não metálicos, para cabos"
200225,20,Molduras [encaixilhamentos]
200226,20,Caixilhos para molduras [ripas]
200226,20,Ripas para molduras [caixilhos]
200229,20,Mesas de massagem
200230,20,"Camas d'água, exceto para uso medicinal"
200231,20,Válvulas de plástico para tubos de drenagem
200232,20,Cavilhas [tampões] não metálicas
200232,20,Tampões [cavilhas] não metálicos
200233,20,Conchas
200235,20,Tamborete
200236,20,Válvulas de matérias plásticas para encanamentos de água
200238,20,Invólucros de madeira para garrafas
200239,20,"Estatuetas de madeira, cera, gesso ou plástico"
200240,20,"Fechaduras não metálicas, exceto elétricas"
200241,20,Cadeiras para cabeleireiros
200242,20,Varas não metálicas
200243,20,Cestos não metálicos
200244,20,"Caixas de correio, exceto de metal ou alvenaria"
200251,20,Bóias não metálicas para ancoragem
200252,20,Capas para vestuário [armazenamento]
200253,20,Sinalizadores de madeira ou plástico
200254,20,Carrinhos [mobiliário]
200255,20,Cortinas de bambu
200256,20,Baú para brinquedos
200257,20,Cadeiras altas para bebês
200258,20,Andadores para bebês
200259,20,Objetos de publicidade infláveis
200260,20,Cartões de plástico [chaves de acesso] não codificados e não magnéticos
200261,20,Placas de vidro para espelho
200262,20,Roldanas de plástico para persianas
200263,20,Cavalete de serrador
200264,20,Postes de arranhar para gatos
200265,20,Cangalhas
200266,20,Mesas com rodinhas para computadores
200267,20,Urnas funerárias
200268,20,Móbiles sonoros [decoração]
200269,20,"Persianas internas, feitas de madeira trançada"
200270,20,Porta-livros [móveis]
200271,20,Almofadas para animais de estimação
200272,20,Persianas internas [mobiliário]
200273,20,"Maçanetas de porta, não metálicas"
200274,20,Espelhos portáteis [espelhos para banheiro]
200275,20,Tapetes para cercadinhos infantis
200276,20,Toalheiros de chão [móveis]
200277,20,"Maçanetas, não metálicas"
200278,20,"Bancada, presa à parede, para troca de fraldas"
200279,20,Colchonetes reutilizáveis para troca de fraldas
200280,20,Ferrolhos não metálicos
200281,20,"Persianas internas, feitas de papel"
200282,20,"Persianas internas, feitas de matéria têxtil"
200283,20,"Campainhas de porta não metálicas, não elétricas"
200284,20,Divisórias [móveis]
200285,20,Tampas de rosca não metálicas
200286,20,"Aldravas de porta, exceto metálicas"
200287,20,Bancadas para marcenaria
200288,20,Mobília inflável
200289,20,Banquinhos para os pés
200290,20,Barras de apoio não metálicas para banheiras
200291,20,"Braçadeiras, exceto de metal, para prender tubos"
200292,20,Painéis organizadores de joalheria e bijuteria
200293,20,Colchonetes
200294,20,"Argolas, não metálicas, para chaves"
200295,20,Dispensadores não metálicos de sacos para fezes de cachorro
200296,20,"Prendedores de porta, exceto de metal ou borracha"
200297,20,"Prendedores de janela, exceto de metal ou borracha"
200298,20,"Fechos de caixilhos, não metálicos, para janelas"
200299,20,Trancas não metálicas para janelas
200300,20,Trancas não metálicas para portas
200301,20,"Caixas de ferramentas, não metálicas, vazias"
200302,20,"Arca para ferramentas, não metálicas, vazias"
200303,20,Estante modular
200304,20,"Ganchos para pendurar bolsas, não metálicos"
200305,20,Chaves de plástico
200306,20,Cantoneiras não metálicas para móveis
200307,20,Etiquetas de plástico
200308,20,Mesas de parede
200309,20,Armários para livros
200310,20,Arara para roupas
200311,20,"Latões de gasolina, não metálicos"
200312,20,Casas de passarinhos
200313,20,Clipes de plástico para fechar pacotes
200314,20,"Protetores de berço, exceto roupa de cama"
200315,20,Caixas de madeira ou plástico
200316,20,Berços para bebês
200317,20,Moisés [berço portátil]
200318,20,Pernas para mobília
200319,20,Pés para mobília
